POOL_ID	SRA_ID	SRA_DIR
SAMN25948861	SRR18028404	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028404.sra
SAMN25948861	SRR18028405	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028405.sra
SAMN25948861	SRR18028406	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028406.sra
SAMN25948861	SRR18028407	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028407.sra
SAMN25948861	SRR18028408	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028408.sra
SAMN25948861	SRR18028409	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028409.sra
SAMN25948861	SRR18028410	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028410.sra
SAMN25948861	SRR18028411	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028411.sra
SAMN25948861	SRR18028412	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028412.sra
SAMN25948861	SRR18028413	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028413.sra
SAMN25948861	SRR18028414	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028414.sra
SAMN25948861	SRR18028415	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028415.sra
SAMN25948861	SRR18028416	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028416.sra
SAMN25948861	SRR18028417	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028417.sra
SAMN25948862	SRR18028418	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028418.sra
SAMN25948862	SRR18028419	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028419.sra
SAMN25948862	SRR18028420	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028420.sra
SAMN25948862	SRR18028421	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028421.sra
SAMN25948862	SRR18028422	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028422.sra
SAMN25948862	SRR18028423	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028423.sra
SAMN25948862	SRR18028424	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028424.sra
SAMN25948862	SRR18028425	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028425.sra
SAMN25948862	SRR18028426	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028426.sra
SAMN25948862	SRR18028427	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028427.sra
SAMN25948862	SRR18028428	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028428.sra
SAMN25948862	SRR18028429	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028429.sra
SAMN25948862	SRR18028430	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028430.sra
SAMN25948862	SRR18028431	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028431.sra
SAMN25948862	SRR18028432	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028432.sra
SAMN25948862	SRR18028433	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028433.sra
SAMN25948865	SRR18028434	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028434.sra
SAMN25948865	SRR18028435	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028435.sra
SAMN25948865	SRR18028436	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028436.sra
SAMN25948865	SRR18028437	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028437.sra
SAMN25948865	SRR18028438	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028438.sra
SAMN25948865	SRR18028439	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028439.sra
SAMN25948865	SRR18028440	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028440.sra
SAMN25948865	SRR18028441	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028441.sra
SAMN25948866	SRR18028442	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028442.sra
SAMN25948866	SRR18028443	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028443.sra
SAMN25948866	SRR18028444	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028444.sra
SAMN25948866	SRR18028445	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028445.sra
SAMN25948866	SRR18028446	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028446.sra
SAMN25948866	SRR18028447	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028447.sra
SAMN25948866	SRR18028448	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028448.sra
SAMN25948866	SRR18028449	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028449.sra
SAMN25948866	SRR18028450	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028450.sra
SAMN25948866	SRR18028451	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028451.sra
SAMN25948866	SRR18028452	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028452.sra
SAMN25948866	SRR18028453	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028453.sra
SAMN25948866	SRR18028454	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028454.sra
SAMN25948866	SRR18028455	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028455.sra
SAMN25948866	SRR18028456	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028456.sra
SAMN25948866	SRR18028457	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028457.sra
SAMN25948866	SRR18028458	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028458.sra
SAMN25948866	SRR18028459	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028459.sra
SAMN25948866	SRR18028460	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028460.sra
SAMN25948866	SRR18028461	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028461.sra
SAMN25948867	SRR18028462	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028462.sra
SAMN25948867	SRR18028463	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028463.sra
SAMN25948867	SRR18028464	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028464.sra
SAMN25948867	SRR18028465	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028465.sra
SAMN25948867	SRR18028466	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028466.sra
SAMN25948867	SRR18028467	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028467.sra
SAMN25948867	SRR18028468	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028468.sra
SAMN25948867	SRR18028469	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028469.sra
SAMN25948867	SRR18028470	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028470.sra
SAMN25948867	SRR18028471	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028471.sra
SAMN25948867	SRR18028472	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028472.sra
SAMN25948867	SRR18028473	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028473.sra
SAMN25948867	SRR18028474	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028474.sra
SAMN25948867	SRR18028475	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028475.sra
SAMN25948867	SRR18028476	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028476.sra
SAMN25948867	SRR18028477	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028477.sra
SAMN25948867	SRR18028478	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028478.sra
SAMN25948867	SRR18028479	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028479.sra
SAMN25948867	SRR18028480	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028480.sra
SAMN25948867	SRR18028481	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028481.sra
SAMN25948868	SRR18028482	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028482.sra
SAMN25948868	SRR18028483	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028483.sra
SAMN25948868	SRR18028484	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028484.sra
SAMN25948868	SRR18028485	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028485.sra
SAMN25948868	SRR18028486	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028486.sra
SAMN25948868	SRR18028487	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028487.sra
SAMN25948868	SRR18028488	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028488.sra
SAMN25948868	SRR18028489	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028489.sra
SAMN25948874	SRR18028490	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028490.sra
SAMN25948874	SRR18028491	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028491.sra
SAMN25948874	SRR18028492	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028492.sra
SAMN25948874	SRR18028493	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028493.sra
SAMN25948874	SRR18028494	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028494.sra
SAMN25948874	SRR18028495	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028495.sra
SAMN25948874	SRR18028496	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028496.sra
SAMN25948874	SRR18028497	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028497.sra
SAMN25948874	SRR18028498	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028498.sra
SAMN25948874	SRR18028499	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028499.sra
SAMN25948874	SRR18028500	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028500.sra
SAMN25948874	SRR18028501	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028501.sra
SAMN25948874	SRR18028502	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028502.sra
SAMN25948874	SRR18028503	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028503.sra
SAMN25948874	SRR18028504	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028504.sra
SAMN25948874	SRR18028505	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028505.sra
SAMN25948874	SRR18028506	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028506.sra
SAMN25948874	SRR18028507	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028507.sra
SAMN25948874	SRR18028508	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028508.sra
SAMN25948874	SRR18028509	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028509.sra
SAMN25948875	SRR18028510	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028510.sra
SAMN25948875	SRR18028511	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028511.sra
SAMN25948875	SRR18028512	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028512.sra
SAMN25948875	SRR18028513	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028513.sra
SAMN25948875	SRR18028514	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028514.sra
SAMN25948875	SRR18028515	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028515.sra
SAMN25948875	SRR18028516	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028516.sra
SAMN25948875	SRR18028517	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028517.sra
SAMN25948875	SRR18028518	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028518.sra
SAMN25948875	SRR18028519	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028519.sra
SAMN25948875	SRR18028520	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028520.sra
SAMN25948875	SRR18028521	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028521.sra
SAMN25948875	SRR18028522	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028522.sra
SAMN25948875	SRR18028523	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028523.sra
SAMN25948875	SRR18028524	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028524.sra
SAMN25948875	SRR18028525	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028525.sra
SAMN25948875	SRR18028526	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028526.sra
SAMN25948875	SRR18028527	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028527.sra
SAMN25948875	SRR18028528	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028528.sra
SAMN25948875	SRR18028529	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028529.sra
SAMN25948876	SRR18028530	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028530.sra
SAMN25948876	SRR18028531	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028531.sra
SAMN25948876	SRR18028532	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028532.sra
SAMN25948876	SRR18028533	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028533.sra
SAMN25948876	SRR18028534	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028534.sra
SAMN25948876	SRR18028535	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028535.sra
SAMN25948876	SRR18028536	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028536.sra
SAMN25948876	SRR18028537	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028537.sra
SAMN25948876	SRR18028538	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028538.sra
SAMN25948876	SRR18028539	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028539.sra
SAMN25948876	SRR18028540	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028540.sra
SAMN25948876	SRR18028541	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028541.sra
SAMN25948876	SRR18028542	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028542.sra
SAMN25948876	SRR18028543	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028543.sra
SAMN25948876	SRR18028544	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028544.sra
SAMN25948876	SRR18028545	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028545.sra
SAMN25948888	SRR18028546	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028546.sra
SAMN25948888	SRR18028547	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028547.sra
SAMN25948888	SRR18028548	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028548.sra
SAMN25948888	SRR18028549	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028549.sra
SAMN25948888	SRR18028550	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028550.sra
SAMN25948888	SRR18028551	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028551.sra
SAMN25948888	SRR18028552	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028552.sra
SAMN25948888	SRR18028553	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028553.sra
SAMN25948888	SRR18028554	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028554.sra
SAMN25948888	SRR18028555	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028555.sra
SAMN25948888	SRR18028556	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028556.sra
SAMN25948888	SRR18028557	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028557.sra
SAMN25948888	SRR18028558	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028558.sra
SAMN25948888	SRR18028559	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028559.sra
SAMN25948888	SRR18028560	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028560.sra
SAMN25948888	SRR18028561	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028561.sra
SAMN25948888	SRR18028562	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028562.sra
SAMN25948888	SRR18028563	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028563.sra
SAMN25948888	SRR18028564	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028564.sra
SAMN25948888	SRR18028565	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028565.sra
SAMN25948889	SRR18028566	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028566.sra
SAMN25948889	SRR18028567	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028567.sra
SAMN25948889	SRR18028568	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028568.sra
SAMN25948889	SRR18028569	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028569.sra
SAMN25948889	SRR18028570	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028570.sra
SAMN25948889	SRR18028571	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028571.sra
SAMN25948889	SRR18028572	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028572.sra
SAMN25948889	SRR18028573	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028573.sra
SAMN25948889	SRR18028574	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028574.sra
SAMN25948889	SRR18028575	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028575.sra
SAMN25948889	SRR18028576	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028576.sra
SAMN25948889	SRR18028577	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028577.sra
SAMN25948889	SRR18028578	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028578.sra
SAMN25948889	SRR18028579	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028579.sra
SAMN25948889	SRR18028580	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028580.sra
SAMN25948889	SRR18028581	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028581.sra
SAMN25948889	SRR18028582	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028582.sra
SAMN25948889	SRR18028583	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028583.sra
SAMN25948889	SRR18028584	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028584.sra
SAMN25948889	SRR18028585	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028585.sra
SAMN25948917	SRR18028586	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028586.sra
SAMN25948917	SRR18028587	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028587.sra
SAMN25948917	SRR18028588	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028588.sra
SAMN25948917	SRR18028589	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028589.sra
SAMN25948917	SRR18028590	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028590.sra
SAMN25948917	SRR18028591	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028591.sra
SAMN25948917	SRR18028592	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028592.sra
SAMN25948917	SRR18028593	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028593.sra
SAMN25948917	SRR18028594	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028594.sra
SAMN25948917	SRR18028595	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028595.sra
SAMN25948917	SRR18028596	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028596.sra
SAMN25948917	SRR18028597	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028597.sra
SAMN25948917	SRR18028598	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028598.sra
SAMN25948917	SRR18028599	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028599.sra
SAMN25948917	SRR18028600	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028600.sra
SAMN25948917	SRR18028601	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028601.sra
SAMN25948917	SRR18028602	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028602.sra
SAMN25948917	SRR18028603	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028603.sra
SAMN25948917	SRR18028604	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028604.sra
SAMN25948917	SRR18028605	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028605.sra
SAMN25948927	SRR18028606	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028606.sra
SAMN25948927	SRR18028607	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028607.sra
SAMN25948927	SRR18028608	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028608.sra
SAMN25948927	SRR18028609	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028609.sra
SAMN25948927	SRR18028610	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028610.sra
SAMN25948927	SRR18028611	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028611.sra
SAMN25948927	SRR18028612	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028612.sra
SAMN25948927	SRR18028613	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028613.sra
SAMN25948927	SRR18028614	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028614.sra
SAMN25948927	SRR18028615	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028615.sra
SAMN25948927	SRR18028616	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028616.sra
SAMN25948927	SRR18028617	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028617.sra
SAMN25948927	SRR18028618	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028618.sra
SAMN25948927	SRR18028619	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028619.sra
SAMN25948927	SRR18028620	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028620.sra
SAMN25948927	SRR18028621	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028621.sra
SAMN25948927	SRR18028622	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028622.sra
SAMN25948927	SRR18028623	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028623.sra
SAMN25948927	SRR18028624	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028624.sra
SAMN25948927	SRR18028625	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028625.sra
SAMN25948928	SRR18028626	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028626.sra
SAMN25948928	SRR18028627	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028627.sra
SAMN25948928	SRR18028628	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028628.sra
SAMN25948928	SRR18028629	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028629.sra
SAMN25948928	SRR18028630	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028630.sra
SAMN25948928	SRR18028631	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028631.sra
SAMN25948928	SRR18028632	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028632.sra
SAMN25948928	SRR18028633	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028633.sra
SAMN25948928	SRR18028634	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028634.sra
SAMN25948928	SRR18028635	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028635.sra
SAMN25948928	SRR18028636	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028636.sra
SAMN25948928	SRR18028637	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028637.sra
SAMN25948928	SRR18028638	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028638.sra
SAMN25948928	SRR18028639	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028639.sra
SAMN25948928	SRR18028640	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028640.sra
SAMN25948928	SRR18028641	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028641.sra
SAMN25948928	SRR18028642	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028642.sra
SAMN25948928	SRR18028643	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028643.sra
SAMN25948928	SRR18028644	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028644.sra
SAMN25948928	SRR18028645	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028645.sra
SAMN25948929	SRR18028646	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028646.sra
SAMN25948929	SRR18028647	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028647.sra
SAMN25948929	SRR18028648	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028648.sra
SAMN25948929	SRR18028649	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028649.sra
SAMN25948929	SRR18028650	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028650.sra
